"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"27","2010-11","20112 (Spring 2011)","INFO 360 A","USER-CTR DESIGN","KIENTZ, JULIE",40,6,26,3,2,1,1,1,NA,NA,NA,NA,NA,NA,3.5
"28","2010-11","20112 (Spring 2011)","INFO 360 B","USER-CTR DESIGN","KO, ANDREW J",37,7,8,12,7,2,1,NA,NA,NA,NA,NA,NA,NA,3.3
"29","2010-11","20112 (Spring 2011)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",76,34,22,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,3.6
"30","2010-11","20112 (Spring 2011)","INFO 463 A","INPUT & INTERACTION","KANE, SHAUN K",14,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.6
"31","2010-11","20112 (Spring 2011)","INFO 490 A","DSGN DEV INTER SYS","MCDONALD, DAVID",24,2,10,3,8,NA,NA,NA,1,NA,NA,NA,NA,NA,3.3
"32","2010-11","20112 (Spring 2011)","INFO 498 A","TOPIC INFORMATICS","WEAVER, MISTY",14,7,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"33","2010-11","20113 (Summer 2011)","INFO 200 A","INTELL FOUNDATIONS","KARLOVA, NATASCHA",18,2,8,5,1,NA,NA,1,NA,NA,NA,NA,1,NA,3.2
"34","2011-12","20114 (Autumn 2011)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",148,31,54,29,17,8,3,2,NA,1,NA,1,NA,2,3.4
"35","2011-12","20114 (Autumn 2011)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",98,15,52,14,9,4,NA,NA,NA,NA,1,NA,NA,3,3.5
"36","2011-12","20114 (Autumn 2011)","INFO 320 A","INFO NEEDS SRCHING","JONES, WILLIAM",37,5,16,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"37","2011-12","20114 (Autumn 2011)","INFO 341 A","COMP NET & DIST APP","MCDONALD, DAVID",32,2,5,1,9,6,2,3,NA,NA,NA,1,NA,3,2.8
"38","2011-12","20114 (Autumn 2011)","INFO 343 A","WEB TECHNOLOGIES","DOOCY, MORGAN T",23,6,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.6
"39","2011-12","20114 (Autumn 2011)","INFO 343 B","WEB TECHNOLOGIES","DOOCY, MORGAN T",40,24,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"40","2011-12","20114 (Autumn 2011)","INFO 343 C","WEB TECHNOLOGIES","DOOCY, MORGAN T",28,14,10,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3.7
"41","2011-12","20114 (Autumn 2011)","INFO 360 A","DESIGN THINKING","SHINOHARA, KRISTEN",39,1,13,10,8,3,1,NA,1,NA,NA,NA,NA,2,3.2
"42","2011-12","20114 (Autumn 2011)","INFO 360 B","DESIGN THINKING","CLARKE, RACHEL",39,NA,12,14,9,2,NA,1,1,NA,NA,NA,NA,NA,3.2
"43","2011-12","20114 (Autumn 2011)","INFO 360 C","DESIGN THINKING","RANDALL, DAVID PETER",29,4,8,12,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"44","2011-12","20114 (Autumn 2011)","INFO 424 A","INFO VIS & AESTH","BROOKS, TERRY",35,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"45","2011-12","20114 (Autumn 2011)","INFO 470 A","RES METHODS IN INFO","WOBBROCK, JACOB",50,4,8,14,15,5,4,NA,NA,NA,NA,NA,NA,NA,3.1
"46","2011-12","20114 (Autumn 2011)","INFO 470 B","RES METHODS IN INFO","WOBBROCK, JACOB",21,3,6,5,4,1,1,NA,NA,NA,NA,NA,NA,1,3.3
"47","2011-12","20114 (Autumn 2011)","INFO 481 A","PROJECT MANAGEMENT","SANCHEZ, MARIO E",40,5,26,6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.6
"48","2011-12","20114 (Autumn 2011)","INFO 481 B","PROJECT MANAGEMENT","NICKLAS, ROBIN",31,15,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"49","2011-12","20121 (Winter 2012)","INFO 100 A","COMPUTER FLUENCY","DEIBEL, KATHERINE N.",75,14,40,10,7,2,1,NA,NA,NA,NA,NA,NA,1,3.5
"50","2011-12","20121 (Winter 2012)","INFO 200 A","INTELL FOUNDATIONS","BROOKS, TERRY",92,23,60,4,1,1,1,NA,NA,NA,1,NA,NA,1,3.6
"51","2011-12","20121 (Winter 2012)","INFO 340 A","DBM & INFO RET SYS","HOWELL, CURTIS J",43,4,11,9,9,3,4,1,1,1,NA,NA,NA,NA,3.1
"52","2011-12","20121 (Winter 2012)","INFO 340 B","DBM & INFO RET SYS","RATLIFF, JOSHUA E.",41,12,13,10,3,2,1,NA,NA,NA,NA,NA,NA,NA,3.5
"53","2011-12","20121 (Winter 2012)","INFO 340 C","DBM & INFO RET SYS","SHANNON, MATTHEW MICHAEL",35,3,14,11,2,3,NA,NA,NA,NA,NA,NA,NA,2,3.4
"54","2011-12","20121 (Winter 2012)","INFO 380 A","IS ANALYSIS & MGMT","HAY, GREG",121,22,55,21,10,8,4,1,NA,NA,NA,NA,NA,NA,3.4
"55","2011-12","20121 (Winter 2012)","INFO 447 A","COMP SUPP COOP WRK","BAUER, JARED S",32,4,18,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,3.5
"56","2011-12","20121 (Winter 2012)","INFO 461 A","COOP SOFTWARE DSGN","KO, ANDREW J",38,3,19,7,5,3,1,NA,NA,NA,NA,NA,NA,NA,3.4
"57","2011-12","20121 (Winter 2012)","INFO 490 A","DSGN DEV INTER SYS","FRIEDMAN, BATYA",31,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"58","2011-12","20121 (Winter 2012)","INFO 490 B","DSGN DEV INTER SYS","PRATT, WANDA",30,3,9,10,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3.3
"59","2011-12","20121 (Winter 2012)","INFO 498 A","TOPIC INFORMATICS","SCHILDKRAUT, LAURA B.",27,1,9,10,6,NA,NA,1,NA,NA,NA,NA,NA,NA,3.3
"60","2011-12","20121 (Winter 2012)","INFO 498 E","TOPIC INFORMATICS","WEAVER, MISTY",22,14,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3.7
"61","2011-12","20122 (Spring 2012)","INFO 100 A","COMPUTER FLUENCY","DEIBEL, KATHERINE N.",71,11,39,14,2,1,2,NA,1,NA,NA,1,NA,NA,3.5
"62","2011-12","20122 (Spring 2012)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",118,40,59,10,4,1,NA,1,NA,1,NA,NA,1,1,3.6
"63","2011-12","20122 (Spring 2012)","INFO 330 A","INFO STUCTURES","BOIKO, BOB",39,2,9,10,8,5,3,1,NA,NA,NA,NA,NA,1,3.1
"64","2011-12","20122 (Spring 2012)","INFO 330 B","INFO STUCTURES","BOIKO, BOB",41,9,13,7,5,3,1,NA,1,1,NA,1,NA,NA,3.2
"65","2011-12","20122 (Spring 2012)","INFO 330 C","INFO STUCTURES","LEVINE, JASON W",43,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"66","2011-12","20122 (Spring 2012)","INFO 344 A","WEB TOOLS & DEV","DOOCY, MORGAN T",39,11,15,1,5,3,NA,NA,1,1,NA,NA,1,1,3.3
"67","2011-12","20122 (Spring 2012)","INFO 424 A","INFO VIS & AESTH","BROOKS, TERRY",29,11,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"68","2011-12","20122 (Spring 2012)","INFO 445 A","ADV DBMS DESIGN","HENDRY, DAVID",13,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.2
"69","2011-12","20122 (Spring 2012)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",151,43,39,22,27,9,3,4,NA,NA,NA,NA,2,2,3.3
"70","2011-12","20122 (Spring 2012)","INFO 463 A","INPUT & INTERACTION","WOBBROCK, JACOB",30,2,6,5,12,4,NA,NA,NA,NA,NA,NA,NA,1,3.1
"71","2011-12","20122 (Spring 2012)","INFO 490 A","DSGN DEV INTER SYS","KO, ANDREW J",19,NA,15,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"72","2011-12","20122 (Spring 2012)","INFO 498 D","TOPIC INFORMATICS","MCKENNA, ANDREW CHARLES",28,18,7,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3.7
"73","2011-12","20123 (Summer 2012)","INFO 200 A","INTELL FOUNDATIONS","PATIN, BETH",22,14,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"74","2011-12","20123 (Summer 2012)","INFO 340 A","DBM & INFO RET SYS","HAY, GREG",26,3,13,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,3.4
"75","2011-12","20123 (Summer 2012)","INFO 343 A","WEB TECHNOLOGIES","MORRIS, JACOB A",18,3,7,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"76","2011-12","20123 (Summer 2012)","INFO 344 A","WEB TOOLS & DEV","CHANG, TONY",17,4,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.6
"77","2011-12","20123 (Summer 2012)","INFO 445 A","ADV DBMS DESIGN","HAY, GREG",25,1,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"78","2011-12","20123 (Summer 2012)","INFO 498 B","TOPIC INFORMATICS","ELLIOTT, SANDRA",13,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"79","2012-13","20124 (Autumn 2012)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",140,110,7,5,3,4,4,1,1,NA,NA,NA,2,3,3.7
"80","2012-13","20124 (Autumn 2012)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",156,66,42,17,10,8,4,1,2,1,NA,1,NA,4,3.5
"81","2012-13","20124 (Autumn 2012)","INFO 320 A","INFO NEEDS SRCHING","RUIZ-ROMERO, DAVID",27,5,15,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"82","2012-13","20124 (Autumn 2012)","INFO 341 A","COMP NET & DIST APP","HATTORI, ROSS",19,3,8,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,3.3
"83","2012-13","20124 (Autumn 2012)","INFO 343 A","WEB TECHNOLOGIES","MA, JINGYAN",17,5,7,2,NA,1,NA,NA,NA,NA,NA,1,NA,1,3.4
"84","2012-13","20124 (Autumn 2012)","INFO 343 B","WEB TECHNOLOGIES","VILLARS, JOSH DONALD SCOTT",26,4,14,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,3.4
"85","2012-13","20124 (Autumn 2012)","INFO 343 C","WEB TECHNOLOGIES","DOOCY, MORGAN T",13,3,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"86","2012-13","20124 (Autumn 2012)","INFO 360 A","DESIGN THINKING","SHERWOOD, HANNAH P",36,9,21,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,3.6
"87","2012-13","20124 (Autumn 2012)","INFO 360 B","DESIGN THINKING","KO, ANDREW J",36,2,18,11,1,2,NA,1,NA,NA,1,NA,NA,NA,3.3
"88","2012-13","20124 (Autumn 2012)","INFO 360 C","DESIGN THINKING","RANDALL, DAVID PETER",33,3,17,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"89","2012-13","20124 (Autumn 2012)","INFO 424 A","INFO VIS & AESTH","CHEN, JOLIE Y.",30,2,21,3,2,NA,NA,1,NA,NA,NA,NA,NA,1,3.5
"90","2012-13","20124 (Autumn 2012)","INFO 444 A","VAL SEN DESIGN","HENDRY, DAVID",17,1,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"91","2012-13","20124 (Autumn 2012)","INFO 445 A","ADV DBMS DESIGN","ZHENG, WENXUAN",25,11,12,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,3.6
"92","2012-13","20124 (Autumn 2012)","INFO 470 A","RES METHODS IN INFO","DAVIS, KATIE",87,12,48,17,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"93","2012-13","20124 (Autumn 2012)","INFO 481 A","PROJECT MANAGEMENT","SANCHEZ, MARIO E",96,12,63,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"94","2012-13","20131 (Winter 2013)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",133,74,30,8,8,4,NA,NA,1,NA,NA,3,NA,5,3.6
"95","2012-13","20131 (Winter 2013)","INFO 200 A","INTELL FOUNDATIONS","PRATT, WANDA",153,13,71,43,15,4,3,NA,NA,NA,NA,NA,1,3,3.4
"96","2012-13","20131 (Winter 2013)","INFO 340 A","DBM & INFO RET SYS","LARSON, JOEL I",40,13,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"97","2012-13","20131 (Winter 2013)","INFO 340 B","DBM & INFO RET SYS","FLEMING, KEVIN M",37,9,21,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"98","2012-13","20131 (Winter 2013)","INFO 340 C","DBM & INFO RET SYS","HAY, GREG",36,15,15,2,1,1,NA,1,NA,NA,NA,NA,NA,1,3.6
"99","2012-13","20131 (Winter 2013)","INFO 380 A","IS ANALYSIS & MGMT","HAY, GREG",122,29,53,16,8,12,1,2,1,NA,NA,NA,NA,NA,3.5
"100","2012-13","20131 (Winter 2013)","INFO 447 A","COMP SUPP COOP WRK","MCDONALD, DAVID",19,1,3,6,5,3,NA,1,NA,NA,NA,NA,NA,NA,3.1
"101","2012-13","20131 (Winter 2013)","INFO 461 A","COOP SOFTWARE DSGN","BEGEL, ANDREW",26,15,NA,NA,7,NA,NA,2,NA,NA,NA,NA,NA,2,3.5
"102","2012-13","20131 (Winter 2013)","INFO 490 A","CAPSTONE PROJECT I","KO, ANDREW J",96,53,26,6,6,2,2,1,NA,NA,NA,NA,NA,NA,3.7
"103","2012-13","20131 (Winter 2013)","INFO 498 A","TOPIC INFORMATICS","SCHILDKRAUT, LAURA B.",24,1,14,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"104","2012-13","20131 (Winter 2013)","INFO 498 C","TOPIC INFORMATICS","WEAVER, MISTY",31,17,7,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3.6
"105","2012-13","20131 (Winter 2013)","INFO 498 E","TOPIC INFORMATICS","FARRICKER, JAMES T.",35,20,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"106","2012-13","20132 (Spring 2013)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",155,111,11,4,2,12,7,3,1,1,NA,2,NA,1,3.6
"107","2012-13","20132 (Spring 2013)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",158,42,84,16,4,4,2,NA,1,1,1,1,NA,2,3.5
"108","2012-13","20132 (Spring 2013)","INFO 330 A","INFO STUCTURES","BOIKO, BOB",29,8,7,10,1,1,NA,1,1,NA,NA,NA,NA,NA,3.4
"109","2012-13","20132 (Spring 2013)","INFO 330 B","INFO STUCTURES","LEVINE, JASON W",35,8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"110","2012-13","20132 (Spring 2013)","INFO 330 C","INFO STUCTURES","LEVINE, JASON W",30,2,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"111","2012-13","20132 (Spring 2013)","INFO 344 A","WEB TOOLS & DEV","TANZIL, DANIA",31,23,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,3.7
"112","2012-13","20132 (Spring 2013)","INFO 344 B","WEB TOOLS & DEV","BULLIS, DANIEL",33,23,7,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,3.7
"113","2012-13","20132 (Spring 2013)","INFO 424 A","INFO VIS & AESTH","OSTERGREN, MARILYN",30,7,13,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"114","2012-13","20132 (Spring 2013)","INFO 431 A","METADATA DESIGN","SUTTON, STUART",18,5,10,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3.3
"115","2012-13","20132 (Spring 2013)","INFO 445 A","ADV DBMS DESIGN","HENDRY, DAVID",26,4,12,7,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.5
"116","2012-13","20132 (Spring 2013)","INFO 450 A","INFO ETHICS & POLCY","MOORE, ADAM",121,46,28,21,17,5,2,2,NA,NA,NA,NA,NA,NA,3.5
"117","2012-13","20132 (Spring 2013)","INFO 463 A","INPUT & INTERACTION","SHIM, YUNA J",16,3,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.5
"118","2012-13","20132 (Spring 2013)","INFO 491 A","CAPSTONE PROJECT II","KO, ANDREW J",96,41,38,8,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"119","2012-13","20132 (Spring 2013)","INFO 498 B","TOPIC INFORMATICS","SALUJA, CHESHTA",30,20,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"120","2012-13","20132 (Spring 2013)","INFO 498 E","TOPIC INFORMATICS","FOX, VANESSA",34,9,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.7
"121","2012-13","20133 (Summer 2013)","INFO 200 A","INTELL FOUNDATIONS","THORNTON, KATHERINE",23,14,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"122","2012-13","20133 (Summer 2013)","INFO 240 A","DB MGMT FNDMNTLS I","HAY, GREG",15,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"123","2012-13","20133 (Summer 2013)","INFO 245 A","DB MGMT FNDMNTLS II","HAY, GREG",13,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"124","2012-13","20133 (Summer 2013)","INFO 343 A","WEB TECHNOLOGIES","MORRIS, JACOB A",29,11,14,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.7
"125","2012-13","20133 (Summer 2013)","INFO 344 A","WEB TOOLS & DEV","SWANSON, JONATHAN E",18,7,6,2,NA,1,NA,NA,NA,NA,NA,1,NA,1,3.5
"126","2013-14","20134 (Autumn 2013)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",140,112,8,5,4,3,3,NA,3,NA,NA,1,NA,1,3.7
"127","2013-14","20134 (Autumn 2013)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",159,99,39,9,7,5,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"128","2013-14","20134 (Autumn 2013)","INFO 320 A","INFO NEEDS SRCHING","JONES, WILLIAM",28,9,14,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"129","2013-14","20134 (Autumn 2013)","INFO 341 A","COMP NET & DIST APP","FARRICKER, JAMES T.",39,10,7,8,7,3,3,NA,NA,1,NA,NA,NA,NA,3.3
"130","2013-14","20134 (Autumn 2013)","INFO 343 A","WEB TECHNOLOGIES","STEARNS, DAVID",38,1,27,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"131","2013-14","20134 (Autumn 2013)","INFO 343 B","WEB TECHNOLOGIES","EWALD, DAVID F",38,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"132","2013-14","20134 (Autumn 2013)","INFO 343 C","WEB TECHNOLOGIES","SQUIRE, SARAH",23,14,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,3.7
"133","2013-14","20134 (Autumn 2013)","INFO 360 A","DESIGN THINKING","JANSEN, ALEX",39,3,15,6,7,7,NA,NA,1,NA,NA,NA,NA,NA,3.2
"134","2013-14","20134 (Autumn 2013)","INFO 360 B","DESIGN THINKING","SHINOHARA, KRISTEN",40,8,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"135","2013-14","20134 (Autumn 2013)","INFO 360 C","DESIGN THINKING","PORTENOY, JASON",36,6,12,13,4,NA,NA,1,NA,NA,NA,NA,NA,NA,3.4
"136","2013-14","20134 (Autumn 2013)","INFO 360 G","DESIGN THINKING","RANDALL, DAVID PETER",36,4,11,10,5,3,2,NA,NA,NA,NA,NA,NA,1,3.3
"137","2013-14","20134 (Autumn 2013)","INFO 424 A","INFO VIS & AESTH","OSTERGREN, MARILYN",29,4,20,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,3.6
"138","2013-14","20134 (Autumn 2013)","INFO 445 A","ADV DBMS DESIGN","HAY, GREG",24,4,16,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"139","2013-14","20134 (Autumn 2013)","INFO 470 A","RES METHODS IN INFO","DAVIS, KATIE",98,16,72,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"140","2013-14","20134 (Autumn 2013)","INFO 481 A","PROJECT MANAGEMENT","PARKER, SUZANN Q",106,19,70,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"141","2013-14","20134 (Autumn 2013)","INFO 498 B","TOPIC INFORMATICS","HINRICHS, RANDY J",13,NA,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"142","2013-14","20141 (Winter 2014)","INFO 101 A","SOCIAL NETWORKING","BOIKO, BOB",159,140,11,2,NA,1,1,NA,NA,NA,NA,NA,1,3,3.9
"143","2013-14","20141 (Winter 2014)","INFO 200 A","INTELL FOUNDATIONS","EISENBERG, MICHAEL",162,13,104,35,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"144","2013-14","20141 (Winter 2014)","INFO 310 A","IAC FOUNDATIONS","FARRICKER, JAMES T.",37,15,16,1,2,1,1,NA,NA,NA,NA,NA,NA,1,3.6
"145","2013-14","20141 (Winter 2014)","INFO 340 A","DBM & INFO RET SYS","HAY, GREG",36,15,16,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"146","2013-14","20141 (Winter 2014)","INFO 340 B","DBM & INFO RET SYS","FLEMING, KEVIN M",32,3,12,14,2,NA,NA,NA,1,NA,NA,NA,NA,NA,3.4
"147","2013-14","20141 (Winter 2014)","INFO 340 C","DBM & INFO RET SYS","HAY, GREG",45,23,20,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.7
"148","2013-14","20141 (Winter 2014)","INFO 340 D","DBM & INFO RET SYS","CAMPBELL, CLINTON J",36,6,18,4,6,1,1,NA,NA,NA,NA,NA,NA,NA,3.5
"149","2013-14","20141 (Winter 2014)","INFO 344 A","WEB TOOLS & DEV","WANG, CHUN-KAI",31,12,10,2,2,1,NA,2,NA,NA,NA,NA,NA,2,3.5
